StartX,StartY,TargetWidth,Velocity,DirectionAngle,Duration,RectLeft,RectTop,tMouse_X,Mouse_Y,IfClick
152,86,16,256,274.4171674,4294966705,-5000,-5000,681,362,0
-127,102,64,256,155.7066642,724,315.4921405,504.70649,387,521,0
-156,91,32,192,182.7015882,884,295.8676094,426.8776604,355,445,0
137,72,32,64,30.9244861,724,801.3441131,440.1688769,811,453,1
-76,-156,16,64,244.0091854,1005,528.0410272,138.6522785,533,155,0
-95,148,64,192,141.8517719,667,413.4504151,554.1922476,467,574,1
131,-127,64,64,351.6047711,646,779.4112111,195.03603,809,239,1
-124,-38,16,64,358.3785832,1391,596.9049969,311.4834002,597,322,0
-102,-125,64,64,226.8425344,728,474.1077205,168.987608,512,217,1
-167,50,16,192,186.8016099,826,306.882647,383.1411411,335,397,0
-162,-51,96,256,52.48967374,661,532.4969308,394.5267658,565,420,1
126,49,32,256,211.8136971,989,534.4668833,259.2924618,580,301,0
-118,141,32,64,195.3474393,1400,419.6985637,461.3137784,435,479,1
-167,71,96,64,156.7893924,670,386.2979563,399.5961992,427,429,1
127,-135,96,128,239.6923505,816,666.8375723,87.76205601,720,163,1
-63,-162,96,192,324.2779985,751,646.0245505,65.84117061,678,118,1
31,139,16,64,116.3545141,890,638.1529272,541.1540385,646,539,0
105,-81,64,128,142.8884738,714,641.03609,301.4486386,689,320,1
120,106,96,192,211.2720763,1053,540.1208679,313.6105492,597,367,1
125,-33,32,64,223.4886865,802,712.5587122,276.4321821,734,291,1
-187,9,16,64,128.6170844,867,410.6494535,404.0038808,422,407,1
42,125,16,192,28.18366562,883,823.5358696,557.1255506,815,552,0
-103,85,96,64,319.2675503,671,521.345882,369.1462643,579,429,1
-53,-122,64,64,297.2271945,789,578.2487431,160.8156027,605,212,1
-167,75,64,256,49.22599065,595,541.305979,519.3122213,546,535,1
143,-67,16,128,143.9479932,865,685.1572768,350.3992379,704,351,0
